RID,Protocol,ip_src,ip_dst,pro_srcport,pro_dstport,flags_ack,ip_flags_mf,ip_flags_df,ip_flags_rb,pro_seq,pro_ack,frame_time,Packets,Bytes1,Tx_Packets,Tx_Bytes,Rx_Packets,Rx_Bytes,Label
C855700733,tcp,192.168.1.1,192.168.23.2,2563,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.077867000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C247162961,tcp,192.168.1.1,192.168.23.2,2564,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.077971000 Mountain Daylight Time,10,540,5,270,5,270,normal
C1890266440,tcp,192.168.1.1,192.168.23.2,2565,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078008000 Mountain Daylight Time,10,540,5,270,5,270,normal
C1527152775,tcp,192.168.1.1,192.168.23.2,2566,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078055000 Mountain Daylight Time,10,540,5,270,5,270,normal
C1863655430,icmp,192.168.1.1,192.168.23.2,2567,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078071000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C976827477,udp,192.168.1.1,192.168.23.2,2568,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078110000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C324112183,tcp,192.168.1.1,192.168.23.2,2569,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078141000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C2092709730,udp,192.168.1.1,192.168.23.2,2570,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078183000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C980364771,tcp,192.168.1.1,192.168.23.2,2571,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078189000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1233595751,tcp,192.168.1.1,192.168.23.2,2572,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078231000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C1446001495,udp,192.168.1.1,192.168.23.2,2573,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078249000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1261044180,tcp,192.168.1.1,192.168.23.2,2574,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078282000 Mountain Daylight Time,14,756,7,378,7,378,Fraggile
C141110631,tcp,192.168.1.1,192.168.23.2,2575,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078319000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C2029372696,udp,192.168.1.1,192.168.23.2,2576,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078362000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C793293778,udp,192.168.1.1,192.168.23.2,2577,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078386000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C888611662,udp,192.168.1.1,192.168.23.2,2578,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078417000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C1966355106,tcp,192.168.1.1,192.168.23.2,2579,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078420000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C599782425,tcp,192.168.1.1,192.168.23.2,2580,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078491000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1233327519,tcp,192.168.1.1,192.168.23.2,2581,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078542000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1155769010,tcp,192.168.1.1,192.168.23.2,2582,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078579000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C269892014,udp,192.168.1.1,192.168.23.2,2583,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078611000 Mountain Daylight Time,14,756,7,378,7,378,smurf
C1280641161,tcp,192.168.1.1,192.168.23.2,2584,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.078626000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C489411441,tcp,192.168.1.1,192.168.23.2,2585,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079070000 Mountain Daylight Time,14,756,7,378,7,378,normal
C1141113940,udp,192.168.1.1,192.168.23.2,2586,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079076000 Mountain Daylight Time,14,756,7,378,7,378,smurf
C1711185459,tcp,192.168.1.1,192.168.23.2,2587,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079078000 Mountain Daylight Time,14,756,7,378,7,378,smurf
C25936709,tcp,192.168.1.1,192.168.23.2,2588,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079105000 Mountain Daylight Time,16,864,8,432,8,432,normal
C1123559518,udp,192.168.1.1,192.168.23.2,2589,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079163000 Mountain Daylight Time,14,756,7,378,7,378,normal
C649769713,tcp,192.168.1.1,192.168.23.2,2590,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079181000 Mountain Daylight Time,14,756,7,378,7,378,smurf
C925150995,tcp,192.168.1.1,192.168.23.2,2591,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079238000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1760219993,tcp,192.168.1.1,192.168.23.2,2592,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079386000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1800649922,udp,192.168.1.1,192.168.23.2,2593,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079390000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C403547747,udp,192.168.1.1,192.168.23.2,2594,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079454000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C172215878,udp,192.168.1.1,192.168.23.2,2595,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079511000 Mountain Daylight Time,10,540,5,270,5,270,normal
C873309260,udp,192.168.1.1,192.168.23.2,2596,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079564000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C1112456099,tcp,192.168.1.1,192.168.23.2,2597,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079752000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C923083575,tcp,192.168.1.1,192.168.23.2,2598,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079759000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C589363823,tcp,192.168.1.1,192.168.23.2,2599,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079783000 Mountain Daylight Time,8,432,4,216,4,216,normal
C2052457859,udp,192.168.1.1,192.168.23.2,2600,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079807000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C1299327689,udp,192.168.1.1,192.168.23.2,2601,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079880000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1408279755,udp,192.168.1.1,192.168.23.2,2602,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079899000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C2007486296,tcp,192.168.1.1,192.168.23.2,2603,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079961000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1033348658,tcp,192.168.1.1,192.168.23.2,2604,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079969000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C1634723627,udp,192.168.1.1,192.168.23.2,2605,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.079973000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C938463537,udp,192.168.1.1,192.168.23.2,2606,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080009000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C2121995675,tcp,192.168.1.1,192.168.23.2,2607,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080044000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C2120063568,tcp,192.168.1.1,192.168.23.2,2608,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080090000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C1620409359,tcp,192.168.1.1,192.168.23.2,2609,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080107000 Mountain Daylight Time,11,594,6,324,5,270,normal
C691691381,udp,192.168.1.1,192.168.23.2,2610,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080152000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C264978436,tcp,192.168.1.1,192.168.23.2,2611,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080186000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C500618423,tcp,192.168.1.1,192.168.23.2,2612,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080214000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1458091526,tcp,192.168.1.1,192.168.23.2,2613,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080265000 Mountain Daylight Time,14,756,7,378,7,378,normal
C768776793,tcp,192.168.1.1,192.168.23.2,2614,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080298000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C2018260103,tcp,192.168.1.1,192.168.23.2,2615,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080303000 Mountain Daylight Time,14,756,7,378,7,378,smurf
C1393828949,tcp,192.168.1.1,192.168.23.2,2616,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080355000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1088417975,tcp,192.168.1.1,192.168.23.2,2617,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080388000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C2036775591,tcp,192.168.1.1,192.168.23.2,2618,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080423000 Mountain Daylight Time,14,756,7,378,7,378,smurf
C1620529408,tcp,192.168.1.1,192.168.23.2,2619,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080455000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C307488715,tcp,192.168.1.1,192.168.23.2,2620,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080497000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C758572926,tcp,192.168.1.1,192.168.23.2,2621,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080528000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1640612861,tcp,192.168.1.1,192.168.23.2,2622,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080617000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C990679445,tcp,192.168.1.1,192.168.23.2,2623,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080626000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C913065088,tcp,192.168.1.1,192.168.23.2,2624,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080642000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C746280996,udp,192.168.1.1,192.168.23.2,2625,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080846000 Mountain Daylight Time,14,756,7,378,7,378,smurf
C50503805,tcp,192.168.1.1,192.168.23.2,2626,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080882000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C1557989809,tcp,192.168.1.1,192.168.23.2,2627,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080907000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C146874094,udp,192.168.1.1,192.168.23.2,2628,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080964000 Mountain Daylight Time,6,324,3,162,3,162,normal
C2123222442,tcp,192.168.1.1,192.168.23.2,2629,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080975000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1746570062,tcp,192.168.1.1,192.168.23.2,2630,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.080980000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1544078442,tcp,192.168.1.1,192.168.23.2,2631,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081021000 Mountain Daylight Time,12,648,6,324,6,324,smurf
C1887699190,tcp,192.168.1.1,192.168.23.2,2632,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081068000 Mountain Daylight Time,10,540,5,270,5,270,normal
C1108889615,tcp,192.168.1.1,192.168.23.2,2633,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081147000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C455888635,tcp,192.168.1.1,192.168.23.2,2634,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081197000 Mountain Daylight Time,14,756,7,378,7,378,Fraggile
C204322447,tcp,192.168.1.1,192.168.23.2,2635,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081219000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1164365897,udp,192.168.1.1,192.168.23.2,2636,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081267000 Mountain Daylight Time,4,216,2,108,2,108,normal
C3565780,tcp,192.168.1.1,192.168.23.2,2637,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081296000 Mountain Daylight Time,2,108,1,54,1,54,smurf
C1865219266,tcp,192.168.1.1,192.168.23.2,2638,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081323000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1278002745,tcp,192.168.1.1,192.168.23.2,2639,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081369000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C214649627,tcp,192.168.1.1,192.168.23.2,2640,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081387000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C15477956,tcp,192.168.1.1,192.168.23.2,2641,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081422000 Mountain Daylight Time,8,432,4,216,4,216,normal
C2082351661,tcp,192.168.1.1,192.168.23.2,2642,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081451000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C859690270,tcp,192.168.1.1,192.168.23.2,2643,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081471000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1389774257,tcp,192.168.1.1,192.168.23.2,2644,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081515000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C553759818,tcp,192.168.1.1,192.168.23.2,2645,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081542000 Mountain Daylight Time,6,324,3,162,3,162,normal
C751021317,tcp,192.168.1.1,192.168.23.2,2646,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081581000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C294658299,udp,192.168.1.1,192.168.23.2,2647,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081592000 Mountain Daylight Time,6,324,3,162,3,162,normal
C201677908,tcp,192.168.1.1,192.168.23.2,2648,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081630000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C635611994,udp,192.168.1.1,192.168.23.2,2649,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081769000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C1930903395,tcp,192.168.1.1,192.168.23.2,2650,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081796000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C1700721442,tcp,192.168.1.1,192.168.23.2,2651,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081849000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C872522004,udp,192.168.1.1,192.168.23.2,2652,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081869000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C1110698130,udp,192.168.1.1,192.168.23.2,2653,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081906000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1053632127,tcp,192.168.1.1,192.168.23.2,2654,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081954000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C89509666,udp,192.168.1.1,192.168.23.2,2655,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.081977000 Mountain Daylight Time,10,540,5,270,5,270,normal
C1016856028,udp,192.168.1.1,192.168.23.2,2656,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082005000 Mountain Daylight Time,6,324,3,162,3,162,normal
C832292933,tcp,192.168.1.1,192.168.23.2,2657,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082071000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C792855998,tcp,192.168.1.1,192.168.23.2,2658,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082079000 Mountain Daylight Time,4,216,2,108,2,108,normal
C1003755748,tcp,192.168.1.1,192.168.23.2,2659,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082111000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1805164661,tcp,192.168.1.1,192.168.23.2,2660,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082119000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C896138248,tcp,192.168.1.1,192.168.23.2,2661,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082121000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C243575009,tcp,192.168.1.1,192.168.23.2,2662,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082136000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1420196421,udp,192.168.1.1,192.168.23.2,2663,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082154000 Mountain Daylight Time,10,540,5,270,5,270,normal
C2101527076,udp,192.168.1.1,192.168.23.2,2664,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082176000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1454026445,tcp,192.168.1.1,192.168.23.2,2665,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082191000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C892931811,tcp,192.168.1.1,192.168.23.2,2666,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082217000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1574873161,udp,192.168.1.1,192.168.23.2,2667,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082221000 Mountain Daylight Time,4,216,2,108,2,108,normal
C600958416,tcp,192.168.1.1,192.168.23.2,2668,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082234000 Mountain Daylight Time,2,108,1,54,1,54,smurf
C1492875057,tcp,192.168.1.1,192.168.23.2,2669,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082273000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C1068945248,tcp,192.168.1.1,192.168.23.2,2670,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082277000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C882646447,tcp,192.168.1.1,192.168.23.2,2671,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082279000 Mountain Daylight Time,6,324,3,162,3,162,normal
C79290250,tcp,192.168.1.1,192.168.23.2,2672,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082304000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1586151649,udp,192.168.1.1,192.168.23.2,2673,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082319000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1767230265,udp,192.168.1.1,192.168.23.2,2674,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082329000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C727666004,tcp,192.168.1.1,192.168.23.2,2675,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082348000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C414225167,udp,192.168.1.1,192.168.23.2,2676,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082365000 Mountain Daylight Time,10,540,5,270,5,270,Fraggile
C975033189,tcp,192.168.1.1,192.168.23.2,2677,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082367000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C628064884,udp,192.168.1.1,192.168.23.2,2678,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082388000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1389509050,tcp,192.168.1.1,192.168.23.2,2679,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082393000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C1761217448,tcp,192.168.1.1,192.168.23.2,2680,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082419000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C788905599,tcp,192.168.1.1,192.168.23.2,2681,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082422000 Mountain Daylight Time,10,540,5,270,5,270,normal
C1544614339,tcp,192.168.1.1,192.168.23.2,2682,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082432000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C2059592603,udp,192.168.1.1,192.168.23.2,2683,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082447000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1688782916,tcp,192.168.1.1,192.168.23.2,2684,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082462000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C1390301622,udp,192.168.1.1,192.168.23.2,2685,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082484000 Mountain Daylight Time,8,432,4,216,4,216,normal
C973936431,tcp,192.168.1.1,192.168.23.2,2686,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082490000 Mountain Daylight Time,12,648,6,324,6,324,Fraggile
C1756207614,tcp,192.168.1.1,192.168.23.2,2687,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082492000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C2015301874,tcp,192.168.1.1,192.168.23.2,2688,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082513000 Mountain Daylight Time,8,432,4,216,4,216,normal
C712627377,tcp,192.168.1.1,192.168.23.2,2689,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082521000 Mountain Daylight Time,8,432,4,216,4,216,normal
C399373008,tcp,192.168.1.1,192.168.23.2,2690,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082531000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1936550492,tcp,192.168.1.1,192.168.23.2,2691,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082564000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C594651850,tcp,192.168.1.1,192.168.23.2,2692,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082572000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C1532139270,tcp,192.168.1.1,192.168.23.2,2693,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082576000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1677568775,udp,192.168.1.1,192.168.23.2,2694,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082589000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C2069500590,tcp,192.168.1.1,192.168.23.2,2695,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082600000 Mountain Daylight Time,8,432,4,216,4,216,normal
C1431556341,udp,192.168.1.1,192.168.23.2,2696,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082609000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C452364286,tcp,192.168.1.1,192.168.23.2,2697,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082633000 Mountain Daylight Time,10,540,5,270,5,270,smurf
C350069300,tcp,192.168.1.1,192.168.23.2,2698,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082639000 Mountain Daylight Time,4,216,2,108,2,108,smurf
C1060703587,tcp,192.168.1.1,192.168.23.2,2699,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082658000 Mountain Daylight Time,4,216,2,108,2,108,normal
C1957078537,tcp,192.168.1.1,192.168.23.2,2700,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082727000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C1514214932,tcp,192.168.1.1,192.168.23.2,2701,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082730000 Mountain Daylight Time,4,216,2,108,2,108,Fraggile
C594858858,tcp,192.168.1.1,192.168.23.2,2702,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082753000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1423016050,tcp,192.168.1.1,192.168.23.2,2703,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082761000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1202042637,udp,192.168.1.1,192.168.23.2,2704,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082778000 Mountain Daylight Time,6,324,3,162,3,162,normal
C440736059,tcp,192.168.1.1,192.168.23.2,2705,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082791000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1384563514,udp,192.168.1.1,192.168.23.2,2706,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082834000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1548946718,udp,192.168.1.1,192.168.23.2,2707,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082853000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C140404585,udp,192.168.1.1,192.168.23.2,2708,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082879000 Mountain Daylight Time,6,324,3,162,3,162,Fraggile
C207546206,tcp,192.168.1.1,192.168.23.2,2709,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082881000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C200404000,tcp,192.168.1.1,192.168.23.2,2710,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082907000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C191945292,tcp,192.168.1.1,192.168.23.2,2711,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082918000 Mountain Daylight Time,6,324,3,162,3,162,smurf
C1317375498,tcp,192.168.1.1,192.168.23.2,2712,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082936000 Mountain Daylight Time,8,432,4,216,4,216,Fraggile
C1130346421,udp,192.168.1.1,192.168.23.2,2713,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082951000 Mountain Daylight Time,8,432,4,216,4,216,smurf
C192428201,udp,192.168.1.1,192.168.23.2,2714,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082960000 Mountain Daylight Time,6,324,3,162,3,162,normal
C1768882706,tcp,192.168.1.1,192.168.23.2,2715,8000,1,0,0,0,1,1, 16-Jun 2020 20:18:15.082978000 Mountain Daylight Time,6,324,3,162,3,162,smurf
